sgRNA,Gene,Ts13.initial,Ts13.final
53351704,ZNF845,851,1316
31862090,NEU1,698,691
107474678,GPR22,1105,1291
46040313,IGFL4,1104,1198
42079581,PLA2G4D,1245,1460
94201739,ARHGAP29,487,417
118312765,CD3E,1981,2839
5905356,NPHP4,1719,817
79795431,CBX8,915,1457
32141627,TM9SF4,538,360
75343824,GLIPR1L1,345,692
150337261,LRRC61,680,1208
145940755,SHPRH,1635,2144
169701029,PHOSPHO2,662,797
154477669,HAND1,1554,1943
103246114,RPEL1,1006,1171
185443510,MAP3K13,822,1387
58170046,OR4D2,1215,761
109690334,GSTM1,2663,2887
142686330,PLS1,431,436
129619616,C9orf50,1126,1174
84977965,ZDHHC7,1750,1501
76540155,PRCD,400,123
66636527,CMTM4,1486,1767
42738921,PSG3,1703,2226
49745372,TSKS,1624,2109
56633356,MT1M,692,971
4789631,RASSF2,687,542
40336402,C19orf47,368,226
17274751,VPS37A,1059,1812
81456664,RASGEF1B,806,978
41564259,TYRO3,671,524
102350575,BIRC2,1227,813
67065909,RHOD,760,501
22162595,SFTPC,657,808
48251629,SLC12A1,1119,1564
152943301,FHDC1,1399,1586
38856884,RRAGC,1265,333
80213805,SGSH,667,694
51112565,C1orf185,807,738
746363,PALM,1693,1622
102769369,TEX30,703,524
24774850,RNF17,661,681
119799730,REG4,574,421
102270688,SLCO4C1,393,444
240178011,FMN2,899,1146
184936875,ZNF804A,779,684
9986602,EMC3,1457,179
122456176,IL2,677,493
49396534,C16orf78,1499,2046
45009025,FAM179B,1375,1018
149487635,TM4SF4,1346,964
22580657,PDLIM2,1848,1894
178485655,PLEKHA3,647,611
65707031,MTFR1,631,969
31933815,TTLL9,1879,2658
68293195,PIK3R1,1356,1295
31918975,PTP4A2,2048,812
201783593,NAV1,942,1050
157098799,ETV3L,883,995
144103185,SHARPIN,1973,1591
82398901,METTL25,573,1002
153913411,ARHGAP4,1911,2858
49674607,APEH,1579,2403
49368436,RHOA,744,847
52472359,NISCH,779,681
49669800,EBPL,1815,1293
67507487,CDK2AP2,1654,2339
139373776,COPB2,1007,422
28392972,ZSCAN12,1122,1444
17453570,ST8SIA6,1284,1361
31573461,LTA,826,1412
64363226,PECAM1,1655,2079
100398003,CHST10,674,824
75280663,FOS,606,535
9545199,STX8,510,371
101719402,NCALD,1789,2988
5892684,CRMP1,745,742
60156099,DHRS7,1482,1807
195789777,MUC4,864,731
41783601,PRICKLE4,693,637
85878424,NTS,729,682
149774978,HSFX1,1232,1701
137878670,TNFAIP3,1647,2216
144955468,SRGAP2B,2003,2229
34758891,NCOA6,1000,1591
100634814,TMTC4,497,539
114331871,AFAP1L2,562,934
64300715,TEX40,1043,1041
120115729,RHOXF1,1786,2610
102227698,ELOVL3,880,664
86514301,DACH2,2650,3419
56314854,KIAA1211,434,480
159990231,IL12A,506,505
49897593,MST1R,342,204
50644514,MAPKAPK3,666,791
57647049,YPEL4,1844,1021
95994137,HAL,856,1292
90642892,ADGRV1,821,869
42967481,PEX6,668,1028
131218694,POTEE,725,783
147535962,EDNRA,1845,2564
1937578,RTN4RL1,998,1706
22607983,PIP4K2A,689,945
184732933,EDEM3,1234,1136
177032478,ASTN1,1914,2044
50827737,KLK15,828,845
8811671,PMM2,545,437
10791818,MAK,947,1143
19331386,MALRD1,1045,965
120627081,C1GALT1C1,1104,980
233636861,UGT1A10,684,619
52907328,FAM156B,980,986
67951946,SLC12A4,1345,1496
64931479,PPP2R5B,1190,1086
89673285,PLIN1,1705,961
55360858,FAM71E2,563,773
129337713,TMEM132D,860,948
49733784,CRISP3,1674,1906
,Non-Targeting_Control-N433,1357,2422
145784556,RNF115,1141,1242
39785825,LEUTX,1598,2873
98482273,STK24,943,1146
77454239,FGF16,1381,1343
83045637,COPS4,1930,1202
210217984,ACADL,1227,1276
,Non-Targeting_Control-N285,2232,4178
42574444,TNFSF11,1091,1195
5463497,ICE1,1147,234
124314307,FAM101A,436,293
12661797,GPR19,396,421
223777843,AP1S3,1108,1006
27658864,SCARA3,2051,2672
70182657,CLEC18C,685,71
232163530,DIS3L2,847,1268
134173137,SGK1,1334,1715
72693188,DPF3,661,1060
89586731,CPNE7,1184,824
70620077,TRPM3,654,828
99210087,ADH6,2296,2991
10289815,GHRL,427,360
43755095,PUS7L,1251,1721
30971154,GHRHR,891,1084
102821825,BIVM,697,810
14600982,FAM105A,630,622
84185142,PRKACB,1232,1636
52058409,C16orf97,2139,2612
9599803,KLRB1,811,1137
19527709,NDUFA13,1008,105
60118650,PCNXL4,442,433
129162889,TSPAN33,608,417
2946022,ARSE,680,1004
153608073,S100A16,1414,1887
33124527,CRTAP,2056,2229
48059691,ZNF630,1664,2208
75393569,GRB2,811,55
32049943,SLC5A1,275,226
18027407,PRPS1L1,2067,2203
133109690,RALGDS,438,523
6773782,LAG3,1934,1844
139307613,MATR3,787,777
81043424,ATMIN,1641,1430
34287130,CCL11,516,750
51863464,DCUN1D4,591,532
35123712,KIAA0391,631,131
151241645,SMARCD3,580,901
7786808,PER3,2403,2269
186534347,MTNR1A,655,849
21681350,PPIL2,2508,101
141425112,PTP4A3,1174,1051
12705039,CPPED1,1130,1210
124119051,VWA5A,300,325
42048670,GLI3,1360,1920
38209982,SSTR1,373,660
231037726,C2orf72,586,607
98822967,KIAA1211L,1033,1270
102868001,MMP12,1914,2634
57712673,TMX2,1701,430
178964820,ZNF454,1090,2029
97617272,MORN4,1352,1113
85664670,AKAP13,2423,2305
68410109,LRP5,881,1073
49566656,RCBTB1,2378,1834
103941491,HSP90B1,2265,1516
142088528,NMBR,1022,1339
85560866,GGCX,861,1198
49336077,C1QL4,546,779
109960952,EGF,1135,1527
52024711,PKHD1,433,304
64781403,RAVER2,650,1009
18673991,ARL5B,756,577
27640722,LGALS9,1136,1716
18173927,IFI30,591,896
55114165,KDR,865,785
150802277,TMEM176A,1504,1547
30657750,USPL1,680,475
206022176,CTSE,2567,2460
2484587,ZNF343,1635,1488
9122590,NDUFV2,1082,1278
31837432,C6orf48,1446,1256
34709864,CCL21,1722,1855
192181298,RGS18,750,847
35450145,FFAR2,2804,2103
33054097,KL,886,875
154540857,PLRG1,697,172
27957522,OR2B6,506,840
1399169,GAMT,849,750
30444966,SEPHS2,2271,3250
5820574,OR52N2,557,540
,Non-Targeting_Control-N407,2356,3366
95108179,MRPS5,1272,158
44703409,CEACAM16,1047,1901
48916163,UBE2Z,566,1159
66326092,DIS3L,706,379
32826562,S100PBP,1333,1852
73836853,CXCL6,2872,3297
156678526,TIPARP,2122,1086
60292380,MS4A4A,814,1244
22326496,COMMD3-BMI1,761,505
63702214,ARFRP1,1042,294
209429359,MIR205HG,919,967
38670982,CBY1,1895,2376
121614712,HAS2,490,254
88278372,PPM1K,2346,2540
49365812,DKKL1,1596,1921
10063075,CLEC9A,1393,1781
32093026,ARHGAP5,906,628
32995699,SUN5,1817,1753
154978001,CKS1B,2272,367
57809848,AVIL,2165,1861
26271221,HIST1H3G,1216,857
56315138,CNPY2,1222,713
917715,KISS1R,1538,900
122621504,CADPS2,447,370
6223952,FAM160A2,1073,995
81914620,SIRT7,692,738
112179349,BCO2,1738,1614
75877982,TRIM47,1195,778
58870297,C3orf67,802,883
35957707,OR2S2,1356,1338
18555776,RDH14,2488,2447
44296843,KIAA1644,727,1156
116754038,RNFT2,991,1469
23691462,FAM221A,1444,1449
79313864,TMED3,827,1413
11426890,CCDC151,1121,1233
53093480,SLC1A7,1184,1220
50354474,XYLT2,780,368
39917116,GSDMB,1910,1476
22993147,RBBP8,718,302
45860879,CRY2,1055,1170
38760469,PSMB3,2421,93
38017309,ZNF33A,2161,1793
43013309,IFI35,930,943
131950295,CTGF,1181,1790
120469441,SRSF9,496,647
111315284,CHIA,1661,1938
2254188,JSRP1,651,454
24137220,IL22RA1,414,394
5528355,ACTB,1905,86
99315903,ADH1B,1138,1829
132073961,CSF2,1809,1646
157743917,LSM11,2181,51
113469215,LHX5,993,1038
77477414,ROBO2,1016,1079
80169204,ANXA11,691,702
49599150,LRR1,1251,110
161195564,ADAMTS4,1047,784
135535526,NEUROG1,485,713
39658550,LGALS16,1207,1784
52771461,MBL2,1284,1061
21155545,OR5AU1,1671,854
185398962,ANKRD37,1935,2491
61739569,DAGLA,631,443
78170908,SYNGR2,212,82
49861199,CAMKV,685,1008
2587174,FAM213B,699,1080
75133331,OSTF1,2234,2441
61983888,VPS13C,478,296
36294201,PNPLA1,662,553
14880184,CYP2R1,2455,2486
32090991,ARHGAP5,830,902
122261396,VPS33A,1593,817
35456109,FANCE,1689,1263
48342799,TMEM143,480,434
99428099,ADH7,652,644
41255608,KRTAP9-9,884,729
66576300,MYBL1,1221,1464
179032769,ZNF879,353,538
76031098,PHLDA1,1280,3469
102694433,SLC9A2,1457,1023
26045637,HIST1H3C,443,553
46087786,CPB2,2214,2433
53646372,NDUFS4,871,1160
74588745,CD300LD,1244,1335
43364419,ELOVL1,1217,1133
184382862,CHRD,1416,1881
154507844,FAM3A,1130,748
147758914,GJA5,1326,2092
308434,IFITM2,2857,1744
64912210,ATG2A,597,644
79017836,RASGRF1,1455,1744
77482355,ISM2,329,531
103697292,RIMS2,1094,976
43582601,PPIP5K1,2377,2262
60271355,USP32,1716,1555
36953240,AATF,1505,944
37929174,TBC1D3K,1621,1259
,Non-Targeting_Control-N948,2225,2699
37537342,ZNF793,829,1019
26021759,HIST1H4A,2008,1035
56554352,ZFP28,1137,1461
38039531,DLEC1,616,764
331613,LOC100506388,564,443
50548623,LRRC4B,1014,1340
100381671,WDR25,1373,333
1241126,MUC5B,735,571
16433892,RFTN1,760,805
11655958,FBXO44,1126,803
,Non-Targeting_Control-N870,1819,2718
36013789,CCL23,963,616
27635013,PPFIBP1,1292,1319
100635745,TSPAN6,752,1288
20704810,PACRGL,1301,1816
182385780,GLUL,1253,1162
54455982,HSPB3,768,1283
8288968,RANGRF,583,450
20117892,OR4K17,1593,2126
80302998,LRRTM1,1227,935
89913250,TRIM49D1,810,723
123060597,HSPA8,3010,952
48486204,C12orf54,670,908
86528666,CPNE3,502,536
229602246,TAF5L,1251,1386
18598579,CRLF1,1730,1729
13513426,LRRC38,882,998
124424295,OR8B4,931,952
48621693,TMEM89,660,480
66679784,C8orf44,457,472
31308565,DEFB116,2386,2733
55232871,RPS27A,583,159
35527977,SBSN,512,377
17372203,TBC1D5,1603,1670
70282285,RAB41,723,1001
56110606,PA2G4,1339,785
162799837,HSD17B7,1374,2518
2460676,C16orf59,656,433
33811654,CHMP4B,885,1092
136854824,SLC35G2,1209,897
43800550,BLVRA,828,1134
23418784,IGF2BP3,1744,2605
27720269,EOMES,506,492
64057952,ERN1,2189,2273
103306082,C12orf42,595,617
50191586,CEBPB,680,373
126691055,LMX1B,448,405
167869511,B3GALT1,835,1032
39292031,MACF1,559,341
29461885,SULT1A4,980,385
36718613,FHOD3,773,623
113153331,CCDC42B,3253,3049
44110027,AEBP1,2548,2299
47134557,HDHD2,974,851
151427535,RMND1,1565,631
14938024,ERP27,453,475
62819010,ATG4C,1828,1598
178142940,RMND5B,1705,1559
11755508,ECHDC3,626,906
29828245,HLA-G,917,1112
101561886,DIO3,1693,1872
89530790,SPG7,1355,1152
19933356,NAV2,2326,2659
76740701,SHROOM3,1294,2032
40431924,LRFN2,1404,1732
,Non-Targeting_Control-N329,2350,3623
143321748,CLCN1,2743,2572
70457726,ADAM21,2322,1762
14857651,NOMO1,725,632
50720956,SHANK3,605,546
125998664,TRMT11,620,852
19537535,CCP110,850,1361
132617566,TAAR2,442,541
122886073,C11orf63,719,654
46358116,CCR2,1327,2273
4662753,PPAPDC2,1296,1286
78891873,CEP295NL,1329,1727
39010306,DHX35,1112,450
21978895,SMS,2039,1809
133861420,VAV2,1130,1434
6239770,CNGA4,720,754
39661004,B3GALT5,1310,1550
63146289,NRBF2,1604,1253
201078955,NDUFB3,2418,976
174381751,CIR1,556,362
20474928,PNP,519,714
66879969,GPHN,693,508
76329888,YWHAG,1813,2000
30445148,SEPHS2,2083,2371
11556554,LITAF,1627,2004
94015038,STX19,982,966
40044179,MYRIP,1166,1248
176099041,FAM153B,574,1626
218387223,SLC11A1,1259,1114
80335857,C4orf22,2679,2238
156377418,RHBG,2001,2393
687316,WDR24,2815,348
11276226,PRM2,2135,3156
144452537,CYHR1,1584,2175
23637761,CST3,1138,1578
35011368,DPY19L1,793,520
38717891,MLLT6,523,532
74095401,C2CD3,1364,1436
47848115,SP6,1204,1212
314190,IFITM1,691,215
113062136,IL36RN,523,447
116584799,RWDD1,1488,1694
42852830,AOC3,906,750
81875490,NRG3,495,397
96398181,AK7,866,812
81923024,MAFG,957,1184
79337337,ATP9B,1222,1289
51799539,DHRS12,1389,2111
155285945,HCN3,776,709
243191262,CEP170,899,1114
4743102,C16orf71,873,857
87858661,SLC25A40,866,899
64314280,ESRRA,185,34
75047748,MLH3,1207,1381
9593844,PPP4R1,1845,1582
99175744,BCL11B,546,574
125239246,HSPA5,2126,68
13445044,BTBD10,521,411
158122184,RSRC1,1222,1467
158871314,WDR60,634,861
227905011,DAW1,743,712
146128188,NBPF10,1049,421
121913045,SLC15A2,1108,1244
113863684,GAS6,1176,1307
30274149,BLMH,1410,1660
135796831,CT45A6,1659,1421
43914981,TOX2,848,1376
31138295,PSORS1C2,650,1010
21488845,TOX4,1179,968
71761545,AP1G1,1094,387
90472935,IQGAP1,904,664
20721719,IL17D,289,132
72652587,PHKA1,1269,1892
16426817,TRPV2,931,543
14181803,LIPI,833,958
59151832,FAM111A,834,808
80026394,TTK,642,135
150857067,AOC1,554,586
240891608,C2orf54,1213,1562
1335129,CLPTM1L,498,720
31141952,PRSS36,1046,556
133238151,VENTX,321,633
49005814,PRKAG1,695,985
5122540,ARL8B,756,438
43155551,CSGALNACT2,716,581
85350460,DDAH1,524,741
142183364,MGAM2,986,1134
46192565,POMGNT1,879,1239
55043868,PCSK9,513,281
58138047,C14orf37,1524,1405
41580846,HIVEP3,2095,2134
117841848,FXYD6,2392,3586
142773016,HIVEP2,853,641
52929373,ZNF816-ZNF321P,888,982
36257033,LOC102724862,1273,23
90405723,CETN3,1727,2058
141743675,SSBP1,771,59
202943844,ADIPOR1,777,826
27743353,MKX,374,430
50358823,TMEM115,1673,1314
80494606,GNAT3,935,972
23136485,CABLES1,822,1080
74262553,CCDC33,514,291
109296546,NUDCD1,818,976
44275621,ALX4,706,785
133151300,PCDH10,712,565
97658988,ACTR1B,662,655
74703467,CHRDL2,1665,1358
51041506,SPAG9,952,1682
36738305,DCLK3,385,395
14669803,GUCY2C,1280,1208
126340317,CENPW,357,59
51863029,IQCF2,1736,1444
51463676,SLC4A8,1004,1069
26284203,UBXN11,563,571
2818195,ITFG2,1321,1375
119304397,C4orf3,766,1206
22417667,CTAGE1,809,1173
75493407,EVA1A,766,1118
70610731,TRPM3,1589,1122
93185703,SLC36A4,664,708
24974706,STXBP6,1192,1415
133346545,MED22,1598,1365
21814467,LDLRAD2,658,871
53654945,KLHL31,1573,2380
26887322,CAAP1,530,432
34998247,LIG3,624,382
155178567,TRIM46,683,353
64667592,NRXN2,635,953
248388102,OR2T6,2500,2933
47733889,TBX21,1781,1227
42309660,PRR19,664,854
160565455,CD84,1014,541
101799051,MGEA5,1305,700
29135615,CLIP4,1003,1034
151576419,PRKAG2,1431,1782
2264214,RNPS1,1320,238
49075723,WDR45,1986,2437
150793251,TMEM176B,1886,1965
129393093,LAMA2,2324,1458
25669999,SCGN,924,969
39152385,CBX7,1038,1154
32816900,HLA-DOB,666,842
13704347,TMSB4Y,1823,2367
63837511,SMARCD2,873,657
105267426,IL1RAPL2,1778,1590
3292468,OR3A1,581,392
228097425,ARF1,1263,727
55860509,NEDD4,451,452
10007668,RBP7,750,811
66877404,CACNG5,809,755
48756985,FGF21,677,839
151612413,SNX27,2792,3704
57291917,ASB14,1367,1775
64800302,CWC27,747,531
76144271,NUP54,909,748
40102809,N4BP2,1069,1742
74446722,FAM69C,1366,2497
101022290,PDZD7,432,482
127925872,PIP5KL1,874,895
17365744,PLVAP,1101,1949
184419527,IRF2,1099,1199
181224256,TRIM41,2057,2473
29588549,OR2H2,727,1192
23430636,MYH7,1385,1325
98593302,CPOX,747,690
22951561,HAUS4,597,100
57684054,ATP8B1,1678,1845
8811728,ZNF558,1783,2625
136656392,CD40LG,587,1056
24132228,FITM1,717,1298
128051805,ACTRT1,468,609
,Non-Targeting_Control-N942,1372,1711
3509884,MEGF6,1455,1101
48453023,SPATA6,2110,2022
158710758,RARRES1,1318,1570
26405645,BTN3A1,2829,4092
42770566,HAAO,456,460
135872773,MCM6,770,163
135764337,CT45A3,585,532
55159134,FAM104B,921,1260
45514944,PRDX1,1229,1208
11559443,VGLL4,556,640
16393382,SZRD1,522,544
37620872,GGA1,1927,1125
331714,LOC100506388,1572,1446
22042961,FGF17,968,1177
138218368,PBOV1,393,474
10254192,CCT5,1182,215
40360461,ADSL,578,152
58430613,UBXN2B,1641,2101
75624660,FLVCR2,1380,1951
10409912,TFAP2A,3296,3726
46836483,PIAS2,3042,3145
46305697,GABRA2,986,898
26196571,HNRNPA2B1,611,609
34133223,GRM4,671,659
58213837,MKS1,1216,1216
53292521,DCP1A,851,823
106274951,NAMPT,762,1015
87612232,ORC3,1536,204
111769660,DOCK4,1618,2081
37669748,ZNF781,1354,1781
74345087,CYP11A1,539,660
30889209,OSBP2,2382,2646
73462061,MTO1,1299,627
11110694,LDLR,1916,1126
130613591,COPG2,682,774
58170171,OR4D2,1421,1606
16169696,CIB3,386,673
119781646,INPP5F,983,894
36135796,MAPK13,1224,995
108234406,NBPF4,2968,1885
140735252,PTK2,2351,994
13222285,MPDZ,1040,1596
36151694,COX7A1,2148,2318
132583120,BARHL1,734,935
17098794,IL17RA,1560,1555
39463601,LIAS,862,266
133357046,SURF2,449,535
60514631,RORA,2554,4060
56164489,COL21A1,978,1471
99450347,CPSF4,2104,175
67825003,SKOR1,1769,1462
25623004,CDY1,777,1273
28329275,IFT20,875,463
145827735,TMEM257,2008,2612
56073225,RPS20,820,4
23224887,TNFRSF10A,2093,1819
33014580,AK2,1041,638
3883928,CAMKK1,1428,1712
99790911,COL8A1,873,1225
166307611,PRR18,1933,2084
54285897,IRX3,962,1503
179593601,TDRD5,726,948
18365575,IGSF21,733,653
67993077,C17orf58,1367,997
40224567,CNTD2,620,476
120103932,RAB35,819,709
123906772,OR8D4,683,618
26889935,GPN2,1374,79
144995119,SRGAP2B,872,604
81444942,PMP2,2314,2007
36626665,ZNF382,1172,1076
119187581,PDZD3,1279,2208
30554890,GNL1,1647,1559
136241242,MAP7D3,710,765
133637945,TOPBP1,727,143
18292794,TOP3A,2913,1399
,Non-Targeting_Control-N396,1633,1741
38299922,CSNK1E,1455,2172
41438291,ATP5SL,1005,824
97546326,TMOD1,1420,1696
122937956,C10orf88,1181,1437
240093284,FMN2,672,1167
219918270,SLC30A10,801,751
64088838,FAM96A,1385,1177
163062192,PACRG,420,620
40825592,ZMAT4,1066,1352
102265876,MOK,1518,2306
158150528,SERAC1,1223,1139
51746431,FPR1,1055,1432
43127710,BIK,1052,1862
47832577,FBXO11,1153,451
62618741,DOCK7,951,1119
44591872,KRTAP10-6,966,828
44265571,NFKBIE,1097,699
103309854,BEX2,1482,1652
71167518,NLGN3,1355,1777
6140157,USP42,1927,2172
184100484,HTR3E,963,1364
44289277,CASC4,2225,3196
27165049,HOXA9,1469,921
44904974,YWHAB,677,715
72757819,STARD10,800,664
61454192,CLVS1,765,990
50963460,KLK6,906,1234
166922621,ILDR2,2289,2477
37643320,ZFP30,657,1036
86903310,SEP15,464,726
104738398,ADSSL1,983,861
56397282,CSTF1,805,677
28584702,SPAG5,1277,1058
155253690,FAM189B,581,377
136388483,MAP7,1121,1053
69957745,CSN2,754,727
34402407,FAM219A,680,722
121923740,WDR66,1112,1469
148534845,SASH1,735,875
148979783,PDE4DIP,668,698
893063,TRIP13,1816,1065
27382625,CD164L2,1079,1516
213232179,RPS6KC1,842,1123
219531890,ASIC4,2090,2697
861787,CFD,754,677
27136320,YME1L1,1320,599
163441092,CCNG1,810,1358
77268515,NGB,2181,2171
151574310,TUFT1,789,917
218267537,AAMP,2224,77
125661891,TEX36,2389,2456
133380499,TMEM108,871,1156
57455777,INHBE,1249,785
,Non-Targeting_Control-N876,1797,2653
101670297,GRIN3A,1514,2092
44401839,TRPM2,1804,2084
128066648,NAIF1,716,1044
17477246,MED9,3198,1156
161920535,FSTL5,1015,1296
32191182,RFPL2,2569,2025
15686264,MEOX2,433,681
131171034,LYRM7,921,935
91021332,TMEM55A,1012,1105
12894699,PRAMEF10,1969,2833
145111519,FAM72D,506,399
145111519,FAM72D,506,703
145111519,FAM72D,1116,399
145111519,FAM72D,1116,703
108454478,NBPF6,1161,607
13696867,RANBP9,811,797
27400430,ZNF391,536,684
151770524,LOC100652758,361,324
7089320,RBMXL2,984,960
52602544,GPX7,743,1056
175365956,TNR,776,1429
,Non-Targeting_Control-N817,1946,3127
123724787,ATP6V0A2,957,1562
34378020,PARD3,1456,3050
35615045,HAUS5,1032,240
203285618,CYP20A1,883,1257
100058932,UHRF1BP1L,667,1115
96979363,LNPEP,848,779
41238289,KRTAP9-8,2141,1980
131728375,SFSWAP,2192,1325
11753678,GNAL,1163,1458
80202715,PARD6G,1016,938
79103182,RBFOX3,2052,1522
29454373,BOLA2,772,1006
55487614,USP51,662,1090
140674193,ADCK2,2025,2176
118555071,IFT46,825,992
5359503,TNRC18,1079,886
39103352,KLHL5,814,1258
4883744,SLC23A2,791,916
13479520,RAB28,1147,1941
212796524,TATDN3,738,711
46248208,CDPF1,750,884
20135836,EIF1AX,1349,1339
71047145,PTGER3,1520,1489
151203012,IQCA1L,1221,1159
31954808,NELFE,587,337
74285088,DNAI2,518,450
56479095,GLS2,770,1229
11867168,GNAL,1244,1709
55377689,TMEM190,893,1003
138944534,REPS1,950,1115
152759511,CSAG3,939,1027
58707132,NPEPL1,687,1102
41315577,KRTAP17-1,911,1344
114444551,REXO2,1940,782
11736234,AGTRAP,731,1300
21206979,IFNA10,838,1124
10052387,FANCD2,869,1083
2120908,AP3D1,1765,1973
37162676,ANKRD30A,1141,1087
126577178,ALDH7A1,1661,1616
135562347,PAEP,744,812
154993744,PAXIP1,1334,258
39606516,NEUROD2,1537,1299
15962864,FGFBP2,803,1304
66816080,C11orf80,652,601
78234611,TMEM235,1158,887
97573902,DPYD,563,970
49183219,FOLH1,1252,1018
11259558,HRH1,1053,1021
142197664,MGAM2,821,1035
16325354,KLF2,368,223
145730986,CD160,1936,1646
119590218,NKRF,943,621
7303384,SYT9,754,662
35896736,NFKBID,715,775
26463359,BTN2A1,1278,1633
19978037,PLA2G2A,819,1064
56103144,ZNF787,963,767
47280786,STIL,1735,635
44841888,PTCH2,903,865
50358681,TMEM115,1573,1093
2554919,METTL4,954,1204
49958885,SIGLEC11,990,1189
116723164,C12orf49,2102,1595
48715426,MAMSTR,1753,1508
49514569,SPATS2,1603,1300
8010205,TMX4,474,522
40368350,DISP2,1309,832
107895986,SGMS2,743,1383
42249363,ERF,1223,1114
21856637,YY2,738,1404
176584836,CDHR2,2323,2455
124265049,OR8G5,615,369
50029794,CNEP1R1,1040,1209
10296632,KIF1B,761,949
155301644,INSIG1,704,891
75707799,POC5,1251,1361
24595450,NCMAP,1738,1807
81506150,SEL1L,2058,1263
1232398,B3GALT6,1510,1335
75069959,NMRK1,1613,1461
5453595,OR51I2,1107,1266
157097893,ETV3L,2181,671
55469954,OR6C70,892,1217
99231381,BCL11B,1036,380
51159293,DOCK3,770,854
16623351,ZNF624,595,561
2208236,MLST8,798,140
20160096,DBX1,760,988
98822690,KIAA1211L,1470,1650
21295702,SLCO1A2,760,1206
18008385,ARRDC2,1206,767
22424227,ADGRA3,1043,692
18394751,SATB1,1044,777
21168005,SKA3,1155,1450
109087787,TRHR,993,826
115811192,CDO1,860,990
101853251,NFKBIZ,1499,1943
40775819,MIA,878,1128
89971691,CENPBD1,399,376
37135423,IL2RB,627,553
193345054,ATP13A5,1387,1926
17936458,CCDC124,1403,614
47737697,CEBPD,1437,937
18705303,PLCZ1,708,1163
57160707,DUXA,1434,1521
20447602,RHOB,855,1006
42361337,POLB,976,756
100545037,HIF1AN,1526,1196
72194263,MAP1B,946,1438
72210803,ASCC1,1114,1128
74382660,EREG,1637,2010
119909071,SEC23IP,916,461
131040334,ARHGEF4,942,1405
140563444,UCP1,1315,2014
52321648,ZNF480,1552,1600
55417189,TMEM165,798,309
129868987,USP20,748,701
55079733,EPS8L1,573,706
114657989,ABLIM1,823,842
124846978,POT1,1000,200
12465267,ZNF709,2666,3463
12827677,PRAMEF11,2573,2155
64077406,ZNF727,1366,1360
42076237,UMODL1,884,1151
127069017,BIN1,2183,2384
73092869,SBSPON,1261,1434
11082765,CTNND2,817,856
186297427,DGKG,602,1214
44229752,ZNF227,743,1052
119591257,NKRF,675,480
74221665,LAT2,798,554
97858879,ASNS,2333,631
182400239,TEDDM1,1014,1228
73236457,NEO1,1233,2067
42442804,CXCL17,2890,3446
43523623,MAP1A,735,996
73174787,FAM149B1,1116,1751
178120258,N4BP3,1674,2302
72772223,DIS3,1365,458
8289328,RANGRF,604,766
20891981,RNASE3,1073,1859
100971062,NPAS2,1239,1440
132087671,HHLA1,1921,2075
2577776,NDC80,539,69
33489057,MAK16,831,50
244375415,C1orf100,2343,2808
89081393,PNRC1,764,1300
65132929,SYVN1,1220,854
75605590,CDKL2,1023,1118
18391251,PIK3C2G,1757,2494
205774842,RAB29,699,1194
37089862,GPATCH11,1192,1317
299463,IFITM5,899,427
6678450,DNAJC11,1679,118
11273481,PRM3,1436,1252
55827362,DNAJC14,1340,1205
1941326,MSRB1,880,578
2888518,SLC22A18AS,1244,1341
64590539,EYS,1014,690
38132919,PLA2G6,1155,831
43474901,MPPED1,2331,2614
106054201,KBTBD3,1990,1858
38240360,DDHD2,1472,2452
148868964,CPA3,1368,1422
55452466,OR6C2,753,549
57590557,ZIK1,705,936
64348265,ZNF736,872,1337
1558894,DUSP8,874,1494
129980484,RAB6C,1307,1383
89934507,LRRC8D,1624,2157
81511983,ACTG1,491,575
89152439,GBP7,1568,1835
21277504,CRYM,390,365
1656147,CRAMP1L,348,395
10206431,CLCN4,684,886
44703486,CEACAM16,1941,1893
19679819,ZNF101,1925,2059
95686507,TCL1B,1246,1294
29086746,OR2B3,1743,1638
75667502,MAP6,1078,1758
66505385,C8orf46,834,691
131029864,NEK11,1393,1522
