sgRNA	Gene	Cont1.initial	Cont1.final
133154221	GBGT1	1103	1166
21574195	GYS2	2170	2852
42567286	MLX	1148	1189
120305650	POU2F3	794	742
31318994	EVI2A	1498	1915
51891422	ZNF649	880	878
45782091	SLC6A20	730	1106
40073567	BCOR	583	903
51891506	ZNF649	587	647
48059819	ZNF630	2266	2989
35745873	GAS2L2	664	855
76175828	SCARB2	2470	2512
23299405	MALSU1	481	332
10239096	FAM173B	742	568
72772497	TMC1	923	1064
31091683	SMTN	668	841
200615584	KIF14	998	830
102397986	NFKB2	1077	1259
43551631	XRCC1	2662	2624
99410783	PNISR	844	677
50844033	TMPRSS12	1306	1185
64504059	DDX5	981	482
86765932	RMND5A	747	1003
22099887	FAM160B2	1024	1242
9941199	CRELD1	1294	1392
45493240	RTN2	1582	1516
31860519	NEU1	710	1141
18054186	GID4	2680	2588
30605924	PPP1R10	2809	1283
206707464	DYTN	1020	912
151190082	VPS72	369	214
34400904	C21orf140	590	590
201638994	TMEM237	1048	1040
89636309	DPEP1	841	1030
45255983	SPATA32	830	717
64245260	PPP1R14B	1709	785
39195879	KCNK5	607	581
157834479	CD5L	1222	1748
31580664	SRD5A2	276	521
66799394	RABGEF1	1110	1126
89950773	BACH2	832	828
151026935	GPX3	820	1016
60397953	MS4A14	2339	2632
6312420	ACER1	1963	2195
999886	HES4	259	327
153358384	S100A9	1540	1477
30187129	CORO1A	1331	1212
67406982	TBC1D10C	1827	2179
42955924	AARSD1	915	1073
1769874	SERPINF1	1648	2225
45686011	ADCY1	2014	2410
47836348	CRX	893	1200
24006102	KLHL15	870	914
22597375	EPHA8	1876	2560
99560660	ZNF655	555	969
6667143	TNFSF14	631	939
2024954	GABRD	1118	1317
123629039	ASB15	2015	2284
152699032	LCE2A	219	208
88681566	SNAI3	1872	2214
69500577	PLEKHD1	426	517
86858257	CD8B	339	672
21183628	DHRS7B	1887	2561
106971786	CD24	1175	1476
6780660	FBXO39	1065	1285
24790563	PTRHD1	614	1060
151369480	SELENBP1	1491	1874
75727672	ITGB4	822	1133
216435384	SMARCAL1	2428	3514
124543210	OR8B12	1085	1196
81256949	CKMT2	1154	1396
19312014	AKR7A2	492	644
9828604	UBL5	1350	161
198797	SLC6A12	1240	1483
39042231	NHLRC3	1311	1631
17735665	BANF2	639	1106
118439905	SAMD12	824	756
56159636	ZNF444	830	1257
42353265	COX7A2L	1292	1365
868650	GAK	1472	1554
62415142	RBBP8NL	385	548
49549453	KCNH3	936	1251
39107495	PLXDC1	566	403
166307824	PRR18	1571	2065
111339890	TEX29	652	686
66346958	B4GAT1	1016	895
44984932	RASSF4	677	645
96709693	SHFM1	754	384
32475118	FBXO7	240	345
16889273	F2RL3	458	397
62789114	TMEM179B	1156	1197
19308237	AKR7A2	596	720
152676180	LCE2C	1046	1149
152699054	LCE2A	425	713
34247088	C6orf1	2654	2641
104605204	OR13C2	1191	858
90553476	MAP3K7	1670	1341
27226844	CAD	404	229
18098334	DRG2	988	1064
123253790	C12orf65	526	621
6768458	OR2AG2	1089	1216
69961209	ASPRV1	637	646
122454759	ARMS2	924	1124
102459699	ALKBH4	2386	2394
28360541	TMEM199	602	173
49890685	FAIM2	1471	1226
132213931	P4HA2	1703	2503
5690594	RPL36	419	238
89185185	CDH15	738	659
48607037	SPACA4	1107	939
143158474	LY6H	578	142
3404576	ZNF174	418	536
128220000	DNM1	1104	1238
31545570	ATP6V1G2	749	986
75796388	DGAT2	1249	1371
19285967	AKR7A3	1789	2340
66000134	EIF1AD	591	618
63944447	UCKL1	604	730
73551108	REC114	1698	2195
55245633	PPP6R1	593	1075
63278918	ARFGAP1	910	1392
50169104	SGCA	1286	1308
53309699	AAAS	666	552
40339512	C15orf52	306	267
1827885	REXO1	697	578
43507927	DHX8	574	91
117086515	TTF2	677	297
113986530	HTR3A	220	224
NA	Non-Targeting_Control-N330	2439	2225
2909208	SLC22A18	1276	1663
43976115	ATP6V0B	921	121
77590440	AQP11	2262	2378
81994868	ASPSCR1	513	471
169127246	ATP1B1	2547	2713
71012663	NAIP	1679	1573
10315437	FDX1L	821	54
55247388	OR6C74	2916	2607
40828583	PPP1R14D	1092	963
89198513	SLC22A31	765	852
109090067	ALKBH2	919	981
58665175	ADAM10	633	595
129833663	C9orf78	980	953
29581997	GIT1	603	789
18538414	FKBP8	1209	1254
16701280	MYO10	1470	1117
7001349	ZNF214	2255	2787
99188491	KPNA7	2168	2187
84222849	KCNG4	1448	1556
13176313	MPDZ	1135	1104
41586184	PMM1	1109	1312
69117381	SLC30A5	543	560
202310223	LGR6	410	497
39974283	GSDMA	1825	1677
119436995	TMEM37	1411	1604
990304	WDR18	945	226
372743	B4GALNT4	719	579
124539235	NDUFB9	1626	916
208248427	IDH1	1749	1927
112284587	TECTB	702	698
2701974	CLUH	966	839
16168254	CIB3	570	593
160422365	PTTG1	1082	956
114295734	TIGIT	1049	1071
59346270	FGGY	1039	1214
2994883	TEAD4	789	1171
6534600	TNFSF9	1059	1101
14402819	ADGRE5	482	316
129648784	APLN	638	778
70927998	SLC7A3	1157	2030
10825467	PIRT	702	786
124730591	UMPS	880	674
62984327	SLC22A6	2204	2757
109287397	FOXN4	1262	1267
31344578	PATZ1	1213	1334
43936404	ARTN	675	609
1798747	MRPL36	1179	361
397215	IRF4	806	734
247965808	OR2AK2	885	1250
112068408	SOX1	294	327
66844976	RCE1	1395	627
129640577	ASB6	418	297
76439580	ESRRB	1922	1914
20429898	KLHL33	269	339
152177618	KMT2C	2239	1950
30892409	DDR1	1319	2021
47587773	FAM180B	1112	675
133357192	FUOM	1666	2244
26042692	SLC30A2	556	774
99452375	CPSF4	1026	1302
107634011	SOBP	373	258
26778097	SLC35F6	414	415
44341245	R3HDML	506	633
47410686	ZNF157	1924	2225
49958717	SIGLEC11	2308	2988
1244101	ATP5D	1274	779
35444659	SLFN13	766	862
27844964	GSG1L	345	435
63559901	USP3	701	427
24468819	HRH4	992	961
114058158	HS3ST5	1621	2579
151316259	PI4KB	2294	2020
58123132	VRK2	723	718
98251790	TBC1D2	563	649
51060596	KLK13	409	524
73447518	CDX4	1381	1540
106903158	RIPPLY1	1804	2366
34850229	TTC23L	608	925
10697433	SCO1	277	296
68166429	MYPN	1134	1171
44172362	CAPN11	839	910
81653165	PDE6G	714	910
14864190	FGD5	795	579
27104292	CGREF1	1370	1339
124486551	RNF139	1110	1172
63558134	USP3	885	1009
94127948	IFI27L2	1052	914
94628226	SGCE	1207	1662
154273934	HAX1	1729	1106
60005580	FOXB1	1736	1873
78021599	POLR3A	689	82
33417497	CUTA	614	697
241803586	GAL3ST2	679	759
71576187	TAT	2617	2653
NA	Non-Targeting_Control-N331	1857	2395
36326630	C6orf222	1181	1206
35295778	MAG	303	473
51768745	FPR2	1076	1523
10113903	P2RY11	635	886
152622990	LCE3A	140	170
137078146	UAP1L1	1091	1504
63280987	LGSN	1406	1580
5686462	HSD11B1L	652	606
141188583	PCDHB9	1430	2409
48578262	HOXB4	1005	1216
177337711	LMAN2	738	591
52773608	KRT76	1570	1479
230873444	ITM2C	1159	1407
186677187	HRG	808	996
76531522	CYGB	298	329
34435296	SPTSSA	1354	1819
52642977	FAM159A	1096	1216
36548056	MYL9	657	617
39960064	GRAP2	652	490
55228245	TMEM86B	1467	1602
32889029	HPCA	865	823
107749685	SCML4	943	1088
2239492	FTSJ2	620	514
61416164	CPSF7	742	851
7247065	CTDNEP1	1219	1164
144232237	OR2A42	1221	919
43505044	TJAP1	1034	1072
2172060	PRKCZ	473	543
139538954	RBP1	991	1586
3218555	MRGPRG	932	996
30722589	TUBB	198	5
10450318	CORT	295	387
110339738	RBM15	1008	1113
10390480	MARCH6	771	858
105249195	BTBD6	573	794
69101970	ARL6IP5	2284	2583
12704924	CPPED1	768	1431
36114199	POLR2I	194	464
153438196	S100A7L2	790	788
38255169	CLEC14A	772	876
11406535	RGL3	377	654
21409544	IFNA8	560	578
76195738	SCARB2	510	569
49073951	PRAF2	2289	3108
47144521	NDUFB11	770	462
155911533	TDO2	703	965
62812459	OGFR	1097	1253
111913614	HSPB2	857	968
193795	SCGB1C1	1331	683
204192774	KISS1	944	970
210002736	RPE	503	354
103246071	RPEL1	755	575
116279574	TSPYL1	1230	1847
52438189	SEMA3G	750	763
77918246	EDNRB	539	514
17448234	TMEM221	534	677
53425697	AMHR2	740	1204
31715553	LY6G6D	1169	1318
52014727	GRASP	324	505
58179870	OR9Q1	462	461
140672451	DND1	529	784
99429194	ATP5J2-PTCD1	1018	659
4795769	SMIM22	1102	1480
24902559	RUNX3	702	428
23687030	NDN	425	529
136845349	C9orf172	451	681
4513003	CDIP1	513	718
24428395	CBLN3	972	1250
15016174	NR2C2	1234	814
31954808	NELFE	467	409
41945294	CENPM	1127	103
1335129	CLPTM1L	276	350
64260533	ESR2	1284	1772
13986344	VCY	1685	2466
90954503	CCER1	552	470
46600924	PPP5D1	1578	1959
42349988	TFF2	1337	1398
178931547	ZFP2	1581	1909
18396674	LRRC25	940	1185
65535959	SCYL1	365	280
160416086	VANGL2	1393	1221
81143434	TSHR	767	1135
57560338	UBE2L6	352	246
73634006	MYOZ1	796	1111
31659504	C6orf47	325	338
113742863	SLC35F5	1264	1382
100728438	DLK1	1206	1815
45402735	ARHGAP27	730	856
48223710	CAMP	988	901
121617132	HAS2	893	968
73913607	PLAU	2230	2267
2304680	ZFYVE28	937	1072
37997863	FHL3	1601	1711
41502005	ITPKA	1714	2041
142681429	PSCA	371	424
43661447	MEOX1	694	840
1256666	TPSD1	510	783
7005282	ALOX12	1944	2192
26936654	ASUN	2840	3042
50106359	GPD1	1477	1780
50214296	SLC38A3	1197	1765
56222279	ZSCAN5A	1241	1873
20661854	ACSM1	586	547
231421384	EGLN1	1580	1766
3673355	ADAM33	325	404
65625417	SLC24A1	669	829
46054001	PRR34	679	787
133050844	SLA	595	650
13889621	C19orf57	149	260
127737359	FOXI2	536	930
41771236	FRS3	519	646
108381101	FBXL17	625	827
113154418	CCDC42B	2127	2900
168414497	WWC1	1360	2246
22226938	PHYHIP	2168	2584
19117232	TWIST1	410	490
186804658	RFC4	551	450
123571059	TRDN	1141	1602
74042633	ELN	1401	1737
19326338	PQLC2	914	1066
14413120	DDX39A	1412	1347
72099201	LAMTOR1	1794	2007
106927750	ZNF462	864	1220
52024283	ALG11	1119	609
176099936	HOXD12	386	532
804124	PTBP1	1243	1767
2799143	FKBP4	756	905
15962919	FGFBP2	586	698
45659024	SQRDL	736	1021
35248822	TBX20	923	1301
6734013	GPR108	1420	1818
49391247	DRGX	2199	2716
49365509	DKKL1	1605	1828
50738309	ACR	893	594
3669244	EMC6	1019	656
77636868	OTP	670	856
72241149	PHOX2A	1316	1476
137040814	NPDC1	762	903
4890682	MINK1	1540	1218
293190	ATHL1	646	656
30285620	ZNRF2	437	719
175878974	CPLX2	993	1178
35843560	NPHS1	680	634
15942198	MYCN	225	439
1919051	TMEM52	589	692
692496	ERICH1	1155	1412
70181723	C2orf42	1498	1746
38626051	EIF3K	674	735
54408173	ITGA5	1023	952
46831086	C16orf87	802	639
24544028	GUCD1	1907	2154
722130	FAM173A	317	389
52565179	FAM150A	909	1268
49812424	UBA7	362	421
44916420	PHF21B	347	548
133128829	ADGRA1	523	685
73251813	MRPS16	1449	455
88648106	CYBA	829	882
45553903	OPA3	817	804
49544179	KCNH3	1488	1838
55249400	MTIF2	2266	1452
132041080	OC90	1046	1614
6018017	AIMP2	384	296
54033546	HOXC5	648	474
112618984	ST7L	503	810
12669135	WDR83OS	957	1439
18637970	TBC1D28	1370	1880
6153833	USP42	968	1014
96550280	ARID5A	499	372
100024303	ZKSCAN1	1246	1278
6625289	THAP3	1596	2385
100532471	GGACT	770	812
98593419	CPOX	294	415
21912231	DOK2	330	556
153648325	DUSP9	704	1172
97277423	TSPYL5	906	1245
35140623	FXYD1	949	1360
44287585	AIRE	717	978
130182446	MZT2B	478	332
120955833	CT47A7	1372	1841
966746	PLEKHN1	859	1119
2976802	PKMYT1	1425	1223
169723850	PHF10	608	996
41292461	HNRNPUL1	2064	2572
22447572	DMRTA1	255	497
57147889	ZNF451	816	868
853270	ELANE	231	433
43647582	COA1	986	1324
61412362	C17orf82	1035	885
147410475	ZIC1	1395	1944
62068018	C2CD4A	730	776
21527139	SPX	386	298
35546958	TMEM147	374	334
114737501	CSDE1	307	533
2251517	ECI1	757	912
114922520	MDFIC	880	1350
74512474	CNDP2	939	1036
38448699	RYR1	625	854
NA	Non-Targeting_Control-N332	2280	2497
133703022	SARDH	1247	1227
12149888	SEC61A2	945	1004
47362662	DHX34	922	1263
46367367	DGKZ	1633	2003
240573213	RNPEPL1	805	1405
60932051	TMEM132A	350	490
170419233	CLDN11	984	1576
137241762	TUBB4B	339	149
860642	CFD	314	408
49054482	CGB7	1174	1031
61482345	PPP1R32	124	139
100574266	ZASP	113	299
16660091	SMIM7	1193	1167
35747929	GAS2L2	1964	2095
92981516	MTNR1B	761	1185
157671752	C5orf52	502	556
49179752	PRICKLE3	1352	1476
39087613	PLXDC1	982	817
22172166	GATA6	1417	1476
20149631	LOC388849	532	536
83853698	RIPPLY2	528	459
49041163	KMT2D	1398	1735
NA	Non-Targeting_Control-N333	1700	2563
34897603	AQR	1924	1091
43421293	SIK1	311	618
18495879	RBBP9	1335	1293
23660370	TNFRSF19	797	1169
5891826	TMEM200C	878	1483
101128851	PGR	428	449
35617242	CD72	1135	1257
151344190	SLC36A2	779	1127
12293593	MICALCL	431	530
52697787	KRT77	977	759
55939307	ZNF713	1435	1771
39081063	APOBEC3G	1040	1165
57656270	ADGRG1	1979	2278
157743917	LSM11	1786	365
104491526	CXXC4	538	832
154618199	CTAG1B	106	115
31138210	PSORS1C2	406	756
35618852	FJX1	282	310
63681813	MAP3K3	1039	1178
7904608	TXNDC5	203	391
35134864	EDEM2	561	425
101164038	VGF	1157	1542
59353300	LMAN1	770	687
119895770	ADAM30	456	388
142741256	SLURP1	1400	1466
31823516	MYLK2	1297	1439
73257807	CPSF4L	922	904
164621140	GRB14	718	1414
66665875	VCPIP1	754	853
240873045	AGXT	498	805
76013824	STYXL1	1260	1628
248681832	OR14I1	2230	2999
41787766	TOMM6	390	383
27838708	HIST1H2BN	910	314
150545753	SERP1	1389	1186
68688096	GAL	401	492
161210591	NDUFS2	666	250
41220748	AXL	564	677
24545447	IZUMO3	1549	1992
40861941	CITED4	825	1147
229637211	URB2	1365	589
35607367	TESK1	1441	1253
990029	SLC26A1	1194	1357
7951837	ZNF705B	1935	2345
6969554	PHB2	1107	140
26395296	BNIP3L	1301	1534
15476361	PGLYRP2	1168	1327
58579428	ZFP91	1256	1254
70642248	TTC9	1462	1799
2929339	PHLDA2	296	155
66543919	ZDHHC24	411	324
142962971	PAQR9	1070	976
144110190	OR2A2	683	784
140647568	NDUFA2	620	419
44129867	KLF17	2112	2540
1804949	FGFR3	2420	3171
30481253	GOSR1	212	334
31476059	TGFB1I1	1007	821
18365575	IGSF21	447	713
695841	TMEM80	252	356
163459863	NUDCD2	770	593
4341467	PAM16	442	277
106077851	AASDHPPT	305	14
75564222	C4orf26	1738	2029
40738903	NFYC	1597	989
28951378	NFATC2IP	576	390
148213939	SPINK6	2019	2334
148883638	CPA3	1220	1063
120946378	CT47A9	572	530
95466020	SYNE3	688	658
75940760	NAAA	1934	2130
840585	ZDHHC11	1399	1360
NA	Non-Targeting_Control-N334	950	1286
40936505	KRT23	479	657
50626822	GRB10	2418	3093
58228313	ANKRD60	330	472
643420	FGF22	374	489
79964765	HSBP1L1	719	1009
361497	PPP2R3B	1422	1807
6090353	WSCD1	360	379
92030150	EPHX4	1880	1994
5784001	PRR22	1727	1479
59484221	L3HYPDH	884	618
70891980	THAP10	105	171
42292311	CIC	749	426
26473252	OTOF	626	675
5494573	NTF3	727	566
NA	Non-Targeting_Control-N335	1590	2884
53939635	RGS20	765	1001
40801279	EGLN2	344	394
17420221	MVB12A	1029	1681
51989696	C14orf166	437	705
127416075	POU5F1B	434	421
33588384	DONSON	642	372
240682785	AQP12B	642	803
3532318	LRPAP1	324	642
52602544	GPX7	655	771
161098783	KLHDC9	854	1004
89751025	MESP1	495	522
133356992	SURF2	901	900
73286006	CDC42EP4	228	423
28855313	ERAL1	249	184
49336151	C1QL4	1427	1808
53979962	CACNG8	818	1119
NA	Non-Targeting_Control-N336	2444	3063
94510210	CASD1	360	684
2561820	PDPK1	1336	674
79673747	SH3BGRL2	591	585
35494164	PAMR1	1037	901
45169225	HEXIM2	1234	1245
41452782	CHD6	186	245
46709185	TMIE	345	468
20654619	DDOST	1067	285
36480676	TXN2	499	499
21782830	GFRA2	426	616
39515303	SELV	655	556
185624216	SORBS2	298	315
150409472	TSC22D2	766	713
NA	Non-Targeting_Control-N337	1363	2300
232379001	ALPP	1075	1967
112695484	MOV10	378	407
35658460	CCDC107	338	460
100612922	MOSPD3	731	1061
118138130	PEBP1	403	636
74592505	RLIM	1178	1147
2042480	C4orf48	79	174
130182361	MZT2B	235	205
15075102	CALCB	2015	2200
58569795	FAM107A	585	849
236167850	GBX2	770	694
30654901	PRR14	1244	1240
57984763	TEPP	771	674
110465521	COL4A2	219	319
1309783	PUSL1	786	1210
58393420	RPS5	1247	889
68386357	LRP5	402	585
106567812	ARGLU1	362	313
19901725	TTC32	436	579
186640547	FETUB	386	74
62805552	ADO	316	295
74271753	CCDC33	696	734
20801961	RNASE1	336	214
219540350	CHPF	202	187
47275145	INAFM1	211	280
23953837	DHRS4	756	737
7024161	BCL6B	212	179
41734229	HAP1	355	421
52844604	KRT78	262	278
143589356	EEF1D	1474	1129
28483364	FBXO16	617	938
157009852	MNX1	557	569
43105117	RET	414	519
70597011	AMBN	1336	1632
128865377	ATP6V1F	623	679
35246934	MMP24	1445	1532
19679425	ZNF101	1993	1480
110739349	SLC25A46	695	851
57628852	B4GALNT1	790	490
48501516	LMTK3	1228	1425
44808357	PRR5-ARHGAP8	2084	1941
1455878	CRK	471	876
65114935	TM7SF2	893	768
9552403	LHFPL4	703	939
26501734	BTN1A1	975	1395
55652430	CCDC106	555	1017
86828049	SLC10A6	2415	2918
39407787	ZFP36	424	377
NA	Non-Targeting_Control-N338	1098	1646
47413634	SLC39A13	656	441
46978932	RPRML	242	292
16571949	SLC35E1	363	229
3664271	TAX1BP3	683	530
112286330	TECTB	707	505
42788592	FAM216B	1381	1473
3703807	DCDC2C	1118	1098
27815090	HIST1H2BM	458	254
26043612	HIST1H2BB	636	616
111488860	TMIGD3	1534	1313
9103194	C16orf72	1016	595
113953772	ZDHHC23	800	908
22758791	ZNF99	2282	1283
160677489	ARL14	1919	2328
37888259	INPP5B	1739	1664
76018447	EVPL	800	1038
443205	ZNF721	2694	2900
116976165	ASTN2	1195	1302
184261254	CAMK2N2	1336	1295
96817192	CNNM3	797	864
27664226	SLC4A1AP	1768	1621
23145824	ZNF730	2445	2903
137041081	NPDC1	1324	1232
6652979	ZNF316	595	728
43033349	FAM198A	707	580
NA	Non-Targeting_Control-N339	1337	1467
110618567	PITX2	1066	1299
50465006	SBF1	1259	1321
39204100	SYCN	2418	2460
49061864	NTF4	1579	1393
84783892	ZNF592	408	596
119593880	TMEM233	1459	1717
82733321	FAM181B	395	671
5508479	UBQLN3	1439	1574
37916246	SFRP4	383	502
53767949	CHAC2	274	225
32248748	SLC5A4	1656	1747
29944022	SCRN1	431	493
19145087	FERD3L	747	1038
163166599	NAF1	956	916
233258910	PCNXL2	1152	1107
9344597	USP17L27	455	686
450628	PTDSS2	664	485
74892559	FADS6	399	319
128150365	LCN2	744	683
77270859	NGB	2794	3844
94290479	SERPINA10	1330	1844
39875340	DAAM2	838	986
108592186	TMEM119	755	842
23973934	DDT	591	376
32394731	GOLGA8K	381	75
NA	Non-Targeting_Control-N340	1905	2203
30264394	OSM	1075	1146
180792844	MGAT1	1801	1963
161123867	DEDD	1895	1977
23887625	UBE2E1	1536	1663
24122455	PFN4	1926	2339
107185914	HBP1	2183	2424
132333632	LRRC27	2260	2565
11437958	PRKCSH	442	501
1455469	ATAD3C	267	75
74338744	CLIP2	899	1055
17494962	BFSP1	1333	1885
49013611	WDR6	505	854
64055683	ERN1	994	1073
57455777	INHBE	830	855
108561507	FOXO3	353	488
35764156	C17orf50	360	351
204410992	PPP1R15B	878	592
52112349	BCL2L10	544	647
52519876	KRT5	524	631
111884341	PHLDB2	715	722
2251243	MXD4	742	977
45287558	MARK4	899	982
46833314	MEP1A	1672	1660
44669806	PATL2	624	566
150396779	ZNF775	385	603
16325576	KLF2	205	368
53035942	POM121L12	1202	1675
19219077	NCAN	2427	2821
26951869	KDF1	2279	2639
46379966	ANXA8L1	1300	998
30744386	IER3	866	959
38016714	PLCD1	1944	2375
3068180	IL32	715	872
123651841	KLHL38	556	690
10290078	GHRL	261	196
131290085	PPAPDC3	621	888
35107983	FAM214B	729	705
55279551	HSPBP1	1204	1717
108571905	DNAJB9	363	496
141957026	PCDH12	692	783
39618985	ABCD2	1092	1210
142314917	SPRY4	537	1051
30570314	ZNF688	1290	1607
100327324	SLC25A47	619	690
50517778	NCAPH2	473	228
31290986	PIK3IP1	711	890
153003316	SPRR3	1867	2679
178071979	PDE11A	684	841
62422332	SCGB1A1	1802	1497
31672834	COL16A1	1759	1891
34855886	SMIM12	673	562
30484747	GOSR1	1098	900
15065144	MRPS25	1173	579
96298874	CDK17	748	654
135616744	R3HDM1	708	698
54256579	LILRB5	1209	1475
37512598	DUSP14	592	761
65552398	LTBP3	331	329
17628707	PDGFRL	1018	1309
64468793	AKAP5	888	1296
202909111	KLHL12	1101	1310
23053497	CDH24	1154	1272
50596170	FAF1	1176	928
17512650	PEMT	237	220
44350569	GRN	1626	1865
15738725	TBC1D26	486	420
155205179	THBS3	585	546
55052336	PCSK9	410	490
113499992	FOXD4L1	969	408
29807147	MAZ	1094	1363
101491270	ARMCX4	930	1441
120970799	CT47A4	669	625
150629428	ENSA	147	169
7730858	CLEC4G	461	935
62934614	PPM1H	334	331
203085623	MYOG	1477	1903
150297913	ARSI	598	896
42192563	GHDC	426	687
130893626	QRFP	367	221
201963707	TIMM17A	2097	1059
23193776	HTR1D	372	528
55455307	ISOC2	235	218
5508630	UBQLN3	1157	1316
34579192	C17orf102	2282	2758
142773016	HIVEP2	1055	772
61088585	NFIA	2124	2302
2172471	TRAF7	291	122
56397282	CSTF1	438	151
201146745	TMEM9	1189	1349
49365585	DKKL1	1324	1895
143356985	FAM131B	631	594
116031388	SLC22A15	535	494
67469111	TMEM134	993	1140
143719074	MAPK15	136	233
141896959	MAGEC3	446	697
150628249	GIMAP6	240	286
189775675	ORMDL1	914	1180
18128890	MAST3	1136	974
16940459	TNFRSF13B	502	464
233637017	UGT1A10	639	688
130216082	SSMEM1	770	938
151024202	ATG9B	1263	1103
76139952	FOXJ1	748	1064
30384441	RNF215	1597	1446
32335022	MARCKSL1	1304	792
NA	Non-Targeting_Control-N341	1820	2561
90035640	GAS8	1329	1561
20641208	OR6S1	1387	978
140056881	PARP12	397	519
152284673	GABRA3	2278	2507
12112699	ZNF705D	2751	3670
129874849	NFRKB	1173	885
30112698	GDPD3	1039	994
20460764	TMEM55B	1002	1283
11501561	PTCHD2	683	990
9344818	USP17L27	547	92
17327090	ST8SIA6	732	597
73751114	LOC100134391	2210	2254
69101866	ARL6IP5	2009	2739
58116900	CFAP20	872	235
44932015	TMEM72	601	404
169710379	PHF10	1614	1998
178477077	FKBP7	1980	2778
49022882	NDUFAF3	358	105
45641243	SLC14A2	900	1001
40488870	TNS4	954	1602
87443668	ABCB4	651	893
NA	Non-Targeting_Control-N342	722	1495
31091314	SMTN	401	390
93566802	FFAR4	439	479
185098078	RNF2	1092	1762
180824805	XPR1	951	731
143041816	ARHGAP26	744	920
93956830	ASB2	1792	2462
158669713	SPTA1	1764	2271
1748006	IFITM10	330	539
127583078	GCC1	448	537
99531365	TSTD3	517	606
82179100	CCDC57	728	782
148826900	ADRB2	267	472
156873942	NTRK1	1198	1723
67532906	PITPNC1	647	1007
196227084	SLC51A	1215	1539
137042928	NPDC1	918	1107
40310912	EIF1B	2058	2130
73369633	OOEP	1572	1850
95221753	CLMN	1273	1386
27453043	ZNF184	799	1130
1801487	NDUFS6	559	626
29463376	SULT1A4	468	305
41457269	CHD6	336	510
25758095	GABPA	1880	1628
57138518	ZIM3	1033	1206
74472374	MRPL53	1451	698
46833653	PRSS42	868	972
92655534	FAM174B	368	481
11273919	UBIAD1	471	366
17649471	VSNL1	1096	1153
29718767	TJP1	682	436
226797510	IRS1	308	380
40338567	C15orf52	446	471
100213378	SPAG1	93	130
29455748	SLX1B	493	494
192365921	RGS21	2184	2810
77359373	ADAMTS18	2243	2628
10434491	KLRC2	2329	2982
11082765	CTNND2	857	799
208330564	PIKFYVE	2391	523
226983012	ADCK3	423	474
45507507	MMACHC	725	497
57353013	ST8SIA3	1791	2179
62164877	C2CD4B	723	1189
34887916	TAF11	1376	832
20994260	LZTR1	2558	1868
37274401	CELF4	609	863
143804124	SCRIB	1379	1292
41734329	HAP1	723	854
17303769	NT5M	819	840
7622785	XAB2	787	247
78993710	SALL3	344	561
4726828	GALNT8	1875	2231
4185034	ANKFY1	401	401
165651082	MGST3	2221	2585
47483971	KPTN	653	652
3597606	SLX4	591	152
28494916	CREB5	553	808
55154806	TNNI3	1390	1511
51890664	ANKRD33	1727	2120
31071790	FTHL17	1974	2190
45287419	UPK3A	733	900
89750837	MESP1	160	141
99502980	CCNK	1259	1300
2193884	C1orf86	1491	1264
98192203	LMTK2	1503	1384
71078674	ZRANB2	569	710
5500818	LOC728392	537	885
102500713	RASA4B	240	183
73345107	CFAP70	483	409
73492114	C14orf169	315	486
139341479	C7orf55	373	344
26190776	CATSPER4	1139	1187
31327702	KLF13	1018	774
56664959	ZNF835	284	440
75205382	CTRB2	1209	1207
941225	SAMD11	942	927
15464169	RASAL3	444	499
46601277	LOXHD1	480	859
19544343	CILP2	1262	1389
100539426	AGFG2	1456	1883
68158023	PNO1	172	98
73112620	RAB11FIP5	1166	1103
7589320	SOX15	467	487
155941997	RXFP4	835	985
651988	WDR90	1509	1379
128866652	LOC100130705	1083	1199
23783403	SAT1	734	560
37623610	GGA1	656	939
84232738	LRIT1	535	570
158182279	CD1D	1634	1654
2415364	TRPM5	1228	1370
133519000	TMEM8C	1191	1214
8315833	ARHGEF15	643	767
196318063	TCTEX1D2	1226	1419
62656662	SLCO4A1	990	924
66012268	CST6	968	1239
5361834	PLGRKT	1496	1554
