sgRNA,Gene,Snu-1_WT_C13_D=0,Snu-1_WT_C13_D=10
KCND3_BTB42131_E1_1968.306,KCND3,522,612
KCND3_BTB42131_E1_1968.307,KCND3,666,797
KCND3_BTB42131_E1_1968.31,KCND3,1450,1807
KCNG1_BTB65164_E1_1542.14,KCNG1,324,391
KCNG1_BTB65164_E1_1542.18,KCNG1,654,662
KCNG1_BTB65164_E1_1542.24,KCNG1,1082,1321
KCNG1_BTB65164_E1_1542.246,KCNG1,955,859
KCNG1_BTB65164_E1_1542.252,KCNG1,647,697
KCNG1_BTB65164_E1_1542.261,KCNG1,574,1007
KCNG2_BTB19112_E1_1401.17,KCNG2,655,457
KCNG2_BTB19112_E1_1401.249,KCNG2,612,315
KCNG2_BTB19112_E1_1401.252,KCNG2,423,568
KCNG2_BTB19112_E1_1401.26,KCNG2,513,396
KCNG2_BTB19112_E1_1401.28,KCNG2,442,561
KCNG2_BTB19112_E1_1401.9,KCNG2,1106,1324
KCNG3_BTB11111_E1_1311.15,KCNG3,1321,2096
KCNG3_BTB11111_E1_1311.163,KCNG3,397,574
KCNG3_BTB11111_E1_1311.164,KCNG3,970,902
KCNG3_BTB11111_E1_1311.18,KCNG3,1480,1389
KCNG3_BTB11111_E1_1311.19,KCNG3,577,460
KCNG3_BTB11111_E1_1311.7,KCNG3,717,603
KCNG4_BTB61160_E1_1560.19,KCNG4,1190,1503
KCNG4_BTB61160_E1_1560.285,KCNG4,922,661
KCNG4_BTB61160_E1_1560.29,KCNG4,1456,1802
KCNG4_BTB61160_E1_1560.33,KCNG4,827,987
KCNG4_BTB61160_E1_1560.34,KCNG4,1190,1417
KCNG4_BTB61160_E1_1560.5,KCNG4,662,974
KCNRG_BTB795_E1_819.1,KCNRG,851,863
KCNRG_BTB795_E1_819.12,KCNRG,1125,829
KCNRG_BTB795_E1_819.4,KCNRG,1226,1410
KCNRG_BTB795_E1_819.6,KCNRG,887,1124
KCNRG_BTB795_E1_819.7,KCNRG,1482,1309
KCNRG_BTB795_E1_819.71,KCNRG,644,686
KCNS1_BTB52151_E1_1581.15,KCNS1,313,184
KCNS1_BTB52151_E1_1581.2,KCNS1,91,155
KCNS1_BTB52151_E1_1581.248,KCNS1,867,686
KCNS1_BTB52151_E1_1581.32,KCNS1,558,337
KCNS1_BTB52151_E1_1581.33,KCNS1,282,558
KCNS1_BTB52151_E1_1581.37,KCNS1,471,429
KCNS2_BTB19118_E1_1434.11,KCNS2,206,187
KCNS2_BTB19118_E1_1434.15,KCNS2,821,896
KCNS2_BTB19118_E1_1434.18,KCNS2,1295,1190
KCNS2_BTB19118_E1_1434.226,KCNS2,176,358
KCNS2_BTB19118_E1_1434.228,KCNS2,983,923
KCNS2_BTB19118_E1_1434.6,KCNS2,1068,1348
KCNS3_BTB17116_E1_1476.14,KCNS3,909,1344
KCNS3_BTB17116_E1_1476.179,KCNS3,551,647
KCNS3_BTB17116_E1_1476.182,KCNS3,394,348
KCNS3_BTB17116_E1_1476.183,KCNS3,1231,1803
KCNS3_BTB17116_E1_1476.21,KCNS3,982,1276
KCNS3_BTB17116_E1_1476.22,KCNS3,1246,1282
KCNV1_BTB42150_E1_1503.17,KCNV1,966,845
KCNV1_BTB42150_E1_1503.175,KCNV1,328,315
KCNV1_BTB42150_E1_1503.181,KCNV1,497,679
KCNV1_BTB42150_E1_1503.198,KCNV1,619,1072
KCNV1_BTB42150_E1_1503.23,KCNV1,672,970
KCNV1_BTB42150_E1_1503.29,KCNV1,608,398
KCNV2_BTB99190_E1_1638.241,KCNV2,1078,921
KCNV2_BTB99190_E1_1638.251,KCNV2,212,236
KCNV2_BTB99190_E1_1638.37,KCNV2,521,459
KCNV2_BTB99190_E1_1638.41,KCNV2,1016,1227
KCNV2_BTB99190_E1_1638.42,KCNV2,695,1176
KCNV2_BTB99190_E1_1638.43,KCNV2,809,1393
KCTD1_BTB40132_E1_798.1,KCTD1,679,595
KCTD1_BTB40132_E1_798.7,KCTD1,1102,1615
KCTD1_BTB40132_E1_798.71,KCTD1,329,128
KCTD1_BTB40132_E1_798.78,KCTD1,690,633
KCTD1_BTB40132_E1_798.8,KCTD1,1794,1977
KCTD1_BTB40132_E1_798.84,KCTD1,2512,2698
KCTD10_BTB34124_E1_942.114,KCTD10,1210,799
KCTD10_BTB34124_E1_942.119,KCTD10,1060,390
KCTD10_BTB34124_E1_942.12,KCTD10,1005,837
KCTD10_BTB34124_E1_942.16,KCTD10,1,1
KCTD10_BTB34124_E1_942.2,KCTD10,641,420
KCTD10_BTB34124_E1_942.24,KCTD10,758,698
KCTD11_BTB2270_E1_699.142,KCTD11,438,96
KCTD11_BTB2270_E1_699.145,KCTD11,635,740
KCTD11_BTB2270_E1_699.152,KCTD11,721,877
KCTD11_BTB2270_E1_699.16,KCTD11,830,548
KCTD11_BTB2270_E1_699.4,KCTD11,891,554
KCTD11_BTB2270_E1_699.7,KCTD11,672,715
KCTD12_BTB36126_E1_978.16,KCTD12,703,1216
KCTD12_BTB36126_E1_978.173,KCTD12,709,811
KCTD12_BTB36126_E1_978.191,KCTD12,884,1094
KCTD12_BTB36126_E1_978.194,KCTD12,997,842
KCTD12_BTB36126_E1_978.22,KCTD12,875,916
KCTD12_BTB36126_E1_978.38,KCTD12,127,68
KCTD13_BTB43133_E1_990.14,KCTD13,616,655
KCTD13_BTB43133_E1_990.154,KCTD13,2025,1081
KCTD13_BTB43133_E1_990.158,KCTD13,773,767
KCTD13_BTB43133_E1_990.26,KCTD13,834,778
KCTD13_BTB43133_E1_990.34,KCTD13,556,419
KCTD13_BTB43133_E1_990.8,KCTD13,911,482
KCTD14_BTB35119_E1_768.1,KCTD14,1343,1420
KCTD14_BTB35119_E1_768.17,KCTD14,713,698
KCTD14_BTB35119_E1_768.25,KCTD14,949,1006
KCTD14_BTB35119_E1_768.26,KCTD14,474,457
KCTD14_BTB35119_E1_768.27,KCTD14,703,746
KCTD14_BTB35119_E1_768.98,KCTD14,374,414
KCTD15_BTB58145_E1_852.115,KCTD15,476,867
KCTD15_BTB58145_E1_852.116,KCTD15,580,523
KCTD15_BTB58145_E1_852.121,KCTD15,796,973
KCTD15_BTB58145_E1_852.129,KCTD15,350,411
KCTD15_BTB58145_E1_852.132,KCTD15,724,476
KCTD15_BTB58145_E1_852.22,KCTD15,344,322
KCTD16_BTB27119_E1_1287.1,KCTD16,640,406
KCTD16_BTB27119_E1_1287.15,KCTD16,467,374
KCTD16_BTB27119_E1_1287.151,KCTD16,179,231
KCTD16_BTB27119_E1_1287.16,KCTD16,922,938
KCTD16_BTB27119_E1_1287.161,KCTD16,667,370
KCTD16_BTB27119_E1_1287.6,KCTD16,325,337
KCTD17_BTB33121_E1_894.161,KCTD17,460,411
KCTD17_BTB33121_E1_894.164,KCTD17,430,194
KCTD17_BTB33121_E1_894.165,KCTD17,399,463
KCTD17_BTB33121_E1_894.17,KCTD17,507,366
KCTD17_BTB33121_E1_894.186,KCTD17,260,359
KCTD17_BTB33121_E1_894.23,KCTD17,1345,1569
KCTD18_BTB1498_E1_1281.13,KCTD18,657,601
KCTD18_BTB1498_E1_1281.16,KCTD18,1884,1589
KCTD18_BTB1498_E1_1281.174,KCTD18,375,400
KCTD18_BTB1498_E1_1281.6,KCTD18,607,842
KCTD18_BTB1498_E1_1281.7,KCTD18,614,564
KCTD18_BTB1498_E1_1281.8,KCTD18,980,953
KCTD19_BTB1872_E1_2781.437,KCTD19,975,809
KCTD19_BTB1872_E1_2781.438,KCTD19,309,420
KCTD19_BTB1872_E1_2781.439,KCTD19,1004,1216
KCTD19_BTB1872_E1_2781.442,KCTD19,710,717
KCTD19_BTB1872_E1_2781.5,KCTD19,1219,1400
KCTD19_BTB1872_E1_2781.9,KCTD19,611,782
KCTD19_BTB398488_E1_2781.344,KCTD19,1229,1461
KCTD19_BTB398488_E1_2781.345,KCTD19,536,228
KCTD19_BTB398488_E1_2781.355,KCTD19,659,546
KCTD19_BTB398488_E1_2781.76,KCTD19,1649,1915
KCTD19_BTB398488_E1_2781.77,KCTD19,840,1234
KCTD19_BTB398488_E1_2781.79,KCTD19,1538,815
KCTD2_BTB74164_E1_792.105,KCTD2,881,934
KCTD2_BTB74164_E1_792.124,KCTD2,346,484
KCTD2_BTB74164_E1_792.125,KCTD2,437,270
KCTD2_BTB74164_E1_792.48,KCTD2,1038,1075
KCTD2_BTB74164_E1_792.6,KCTD2,1414,1448
KCTD2_BTB74164_E1_792.72,KCTD2,430,589
KCTD21_BTB593_E1_783.112,KCTD21,1295,1181
KCTD21_BTB593_E1_783.117,KCTD21,1747,1980
KCTD21_BTB593_E1_783.118,KCTD21,1231,1513
KCTD21_BTB593_E1_783.13,KCTD21,1032,995
KCTD21_BTB593_E1_783.23,KCTD21,850,849
KCTD21_BTB593_E1_783.3,KCTD21,1011,783
KCTD3_BTB20112_E1_2448.1,KCTD3,1030,711
KCTD3_BTB20112_E1_2448.18,KCTD3,758,354
KCTD3_BTB20112_E1_2448.2,KCTD3,1361,1847
KCTD3_BTB20112_E1_2448.241,KCTD3,1568,2577
KCTD3_BTB20112_E1_2448.243,KCTD3,1050,1993
KCTD3_BTB20112_E1_2448.8,KCTD3,1070,322
KCTD4_BTB36123_E1_780.14,KCTD4,1160,976
KCTD4_BTB36123_E1_780.16,KCTD4,1677,2024
KCTD4_BTB36123_E1_780.54,KCTD4,850,826
KCTD4_BTB36123_E1_780.6,KCTD4,957,1217
KCTD4_BTB36123_E1_780.61,KCTD4,894,1119
KCTD4_BTB36123_E1_780.63,KCTD4,925,853
KCTD5_BTB46135_E1_705.101,KCTD5,505,563
KCTD5_BTB46135_E1_705.103,KCTD5,872,602
KCTD5_BTB46135_E1_705.25,KCTD5,1007,1093
KCTD5_BTB46135_E1_705.3,KCTD5,1201,930
KCTD5_BTB46135_E1_705.94,KCTD5,236,130
KCTD5_BTB46135_E1_705.98,KCTD5,645,591
KCTD6_BTB14102_E1_714.3,KCTD6,414,322
KCTD6_BTB14102_E1_714.4,KCTD6,324,443
KCTD6_BTB14102_E1_714.64,KCTD6,596,746
KCTD6_BTB14102_E1_714.66,KCTD6,578,494
KCTD6_BTB14102_E1_714.73,KCTD6,381,577
KCTD6_BTB14102_E1_714.78,KCTD6,791,459
KCTD7_BTB53138_E1_870.115,KCTD7,629,501
KCTD7_BTB53138_E1_870.117,KCTD7,884,543
KCTD7_BTB53138_E1_870.12,KCTD7,1064,609
KCTD7_BTB53138_E1_870.126,KCTD7,457,476
KCTD7_BTB53138_E1_870.131,KCTD7,155,88
KCTD7_BTB53138_E1_870.24,KCTD7,510,312
KCTD8_BTB46143_E1_1422.16,KCTD8,460,308
KCTD8_BTB46143_E1_1422.204,KCTD8,301,201
KCTD8_BTB46143_E1_1422.208,KCTD8,562,522
KCTD8_BTB46143_E1_1422.24,KCTD8,380,829
KCTD8_BTB46143_E1_1422.31,KCTD8,717,738
KCTD8_BTB46143_E1_1422.35,KCTD8,674,904
KCTD9_BTB91181_E1_1170.18,KCTD9,412,494
KCTD9_BTB91181_E1_1170.3,KCTD9,790,865
KCTD9_BTB91181_E1_1170.31,KCTD9,350,108
KCTD9_BTB91181_E1_1170.32,KCTD9,907,687
KCTD9_BTB91181_E1_1170.93,KCTD9,529,496
KCTD9_BTB91181_E1_1170.97,KCTD9,962,452
KDM1B_CW137192_E1_1773.177,KDM1B,1087,1211
KDM1B_CW137192_E1_1773.18,KDM1B,786,662
KDM1B_CW137192_E1_1773.181,KDM1B,688,715
KDM1B_CW137192_E1_1773.182,KDM1B,798,988
KDM1B_CW137192_E1_1773.27,KDM1B,1376,1567
KDM1B_CW137192_E1_1773.29,KDM1B,600,498
KDM2A_CXXC576609_E1_3489.12,KDM2A,787,775
KDM2A_CXXC576609_E1_3489.125,KDM2A,656,557
KDM2A_CXXC576609_E1_3489.395,KDM2A,1436,728
KDM2A_CXXC576609_E1_3489.396,KDM2A,2542,1886
KDM2A_CXXC576609_E1_3489.397,KDM2A,2546,2137
KDM2A_CXXC576609_E1_3489.398,KDM2A,3050,1452
KDM2A_Phd_E15_111.1,KDM2A,1251,578
KDM2A_Phd_E15_111.2,KDM2A,786,521
KDM2A_Phd_E15_111.4,KDM2A,2421,1327
KDM2A_Phd_E16_60.0,KDM2A,857,1747
KDM2A_Phd_E16_60.1,KDM2A,1111,899
KDM2A_Phd_E16_60.2,KDM2A,1401,1263
KDM2B_CXXC615651_E1_4011.158,KDM2B,1161,801
KDM2B_CXXC615651_E1_4011.16,KDM2B,667,828
KDM2B_CXXC615651_E1_4011.165,KDM2B,334,283
KDM2B_CXXC615651_E1_4011.167,KDM2B,513,411
KDM2B_CXXC615651_E1_4011.57,KDM2B,1638,1221
KDM2B_CXXC615651_E1_4011.573,KDM2B,691,927
KDM2B_Phd_E14_123.1,KDM2B,405,930
KDM2B_Phd_E14_123.10,KDM2B,1724,1675
KDM2B_Phd_E14_123.12,KDM2B,2498,1941
KDM2B_Phd_E15_63.0,KDM2B,1401,1849
KDM2B_Phd_E15_63.1,KDM2B,577,722
KDM2B_Phd_E15_63.2,KDM2B,1604,1025
KDM4A_ePhd_E16_53.1,KDM4A,775,617
KDM4A_ePhd_E16_53.4,KDM4A,373,545
KDM4A_ePhd_E17_109.0,KDM4A,729,668
KDM4A_ePhd_E17_109.4,KDM4A,852,1034
KDM4A_ePhd_E18_168.12,KDM4A,1151,1120
KDM4A_ePhd_E18_168.6,KDM4A,1896,2030
KDM4A_Phd_E14_205.10,KDM4A,998,831
KDM4A_Phd_E14_205.2,KDM4A,1203,1745
KDM4A_Phd_E14_205.7,KDM4A,878,566
KDM4A_Phd_E15_56.0,KDM4A,733,714
KDM4A_Phd_E15_56.1,KDM4A,1054,1336
KDM4A_Phd_E15_56.2,KDM4A,1065,742
KDM4A_tudor897953_E1_3195.183,KDM4A,753,649
KDM4A_tudor897953_E1_3195.187,KDM4A,546,814
KDM4A_tudor897953_E1_3195.189,KDM4A,1890,1861
KDM4A_tudor897953_E1_3195.231,KDM4A,891,463
KDM4A_tudor897953_E1_3195.233,KDM4A,275,429
KDM4A_tudor897953_E1_3195.236,KDM4A,366,428
KDM4A_tudor9601004_E1_3195.198,KDM4A,1202,1500
KDM4A_tudor9601004_E1_3195.204,KDM4A,1334,1195
KDM4A_tudor9601004_E1_3195.205,KDM4A,1280,1472
KDM4A_tudor9601004_E1_3195.223,KDM4A,703,498
KDM4A_tudor9601004_E1_3195.225,KDM4A,355,377
KDM4A_tudor9601004_E1_3195.227,KDM4A,1134,1042
KDM4B_ePhd_E17_53.1,KDM4B,959,552
KDM4B_ePhd_E17_53.2,KDM4B,823,781
KDM4B_ePhd_E18_109.10,KDM4B,222,179
KDM4B_ePhd_E18_109.8,KDM4B,411,403
KDM4B_ePhd_E19_168.13,KDM4B,392,290
KDM4B_ePhd_E19_168.6,KDM4B,1056,1374
KDM4B_Phd_E14_39.0,KDM4B,351,391
KDM4B_Phd_E15_223.16,KDM4B,297,70
KDM4B_Phd_E15_223.18,KDM4B,341,339
KDM4B_Phd_E15_223.9,KDM4B,441,511
KDM4B_Phd_E16_56.0,KDM4B,830,1083
KDM4B_Phd_E16_56.1,KDM4B,152,205
KDM4B_tudor921973_E1_3291.262,KDM4B,275,163
KDM4B_tudor921973_E1_3291.263,KDM4B,143,289
KDM4B_tudor921973_E1_3291.362,KDM4B,431,469
KDM4B_tudor921973_E1_3291.363,KDM4B,345,298
KDM4B_tudor921973_E1_3291.364,KDM4B,590,428
KDM4B_tudor921973_E1_3291.367,KDM4B,571,467
KDM4B_tudor9751030_E1_3291.27,KDM4B,584,478
KDM4B_tudor9751030_E1_3291.277,KDM4B,905,473
KDM4B_tudor9751030_E1_3291.286,KDM4B,312,76
KDM4B_tudor9751030_E1_3291.287,KDM4B,446,491
KDM4B_tudor9751030_E1_3291.35,KDM4B,299,153
KDM4B_tudor9751030_E1_3291.352,KDM4B,712,409
KDM4C_ePhd_E16_53.0,KDM4C,1262,1300
KDM4C_ePhd_E16_53.1,KDM4C,1147,1131
KDM4C_ePhd_E17_109.0,KDM4C,584,740
KDM4C_ePhd_E17_109.8,KDM4C,745,733
KDM4C_ePhd_E18_168.22,KDM4C,383,472
KDM4C_ePhd_E18_168.4,KDM4C,322,368
KDM4C_Phd_E13_39.0,KDM4C,561,831
KDM4C_Phd_E14_214.3,KDM4C,1108,1346
KDM4C_Phd_E14_214.4,KDM4C,1040,1212
KDM4C_Phd_E14_214.9,KDM4C,1311,931
KDM4C_Phd_E15_56.1,KDM4C,240,281
KDM4C_Phd_E15_56.3,KDM4C,587,771
KDM4C_tudor879933_E1_3171.153,KDM4C,1227,1825
KDM4C_tudor879933_E1_3171.154,KDM4C,110,195
KDM4C_tudor879933_E1_3171.156,KDM4C,1188,1800
KDM4C_tudor879933_E1_3171.16,KDM4C,451,334
KDM4C_tudor879933_E1_3171.203,KDM4C,956,917
KDM4C_tudor879933_E1_3171.204,KDM4C,847,776
KDM4C_tudor935990_E1_3171.164,KDM4C,1312,1007
KDM4C_tudor935990_E1_3171.165,KDM4C,1388,1934
KDM4C_tudor935990_E1_3171.166,KDM4C,708,865
KDM4C_tudor935990_E1_3171.187,KDM4C,533,700
KDM4C_tudor935990_E1_3171.194,KDM4C,983,1579
KDM4C_tudor935990_E1_3171.195,KDM4C,973,801
KDM5A_Phd1_E8_147.0,KDM5A,396,577
KDM5A_Phd1_E8_147.1,KDM5A,1014,1445
KDM5A_Phd1_E8_147.2,KDM5A,1304,1369
KDM5A_Phd1_E8_147.3,KDM5A,1185,710
KDM5A_Phd1_E8_147.8,KDM5A,950,1085
KDM5A_Phd1_E8_147.9,KDM5A,964,981
KDM5A_Phd2_E23_159.1,KDM5A,689,369
KDM5A_Phd2_E23_159.10,KDM5A,797,846
KDM5A_Phd2_E23_159.11,KDM5A,1237,1109
KDM5A_Phd2_E23_159.5,KDM5A,666,754
KDM5A_Phd2_E23_159.6,KDM5A,1,1
KDM5A_Phd2_E23_159.9,KDM5A,1395,1249
KDM5A_Phd3_E27_45.0,KDM5A,1471,715
KDM5A_Phd3_E27_45.1,KDM5A,1594,1083
KDM5A_Phd3_E28_204.0,KDM5A,345,120
KDM5A_Phd3_E28_204.11,KDM5A,1246,872
KDM5A_Phd3_E28_204.20,KDM5A,829,410
KDM5A_Phd3_E28_204.9,KDM5A,1087,687
KDM5B_Phd1_E8_138.1,KDM5B,724,1378
KDM5B_Phd1_E8_138.12,KDM5B,675,359
KDM5B_Phd1_E8_138.14,KDM5B,755,791
KDM5B_Phd1_E8_138.2,KDM5B,1368,1213
KDM5B_Phd1_E8_138.8,KDM5B,1517,957
KDM5B_Phd1_E8_138.9,KDM5B,1247,1165
KDM5B_Phd2_E23_132.0,KDM5B,589,633
KDM5B_Phd2_E23_132.11,KDM5B,1581,1783
KDM5B_Phd2_E23_132.12,KDM5B,825,1506
KDM5B_Phd2_E23_132.16,KDM5B,532,542
KDM5B_Phd2_E23_132.4,KDM5B,366,510
KDM5B_Phd2_E23_132.6,KDM5B,699,1051
KDM5B_Phd3_E26_42.0,KDM5B,1084,1289
KDM5B_Phd3_E26_42.1,KDM5B,240,370
KDM5B_Phd3_E26_42.2,KDM5B,695,607
KDM5B_Phd3_E27_108.0,KDM5B,546,294
KDM5B_Phd3_E27_108.1,KDM5B,1125,1233
KDM5B_Phd3_E27_108.2,KDM5B,880,1153
KDM5C_Phd_E21_183.19,KDM5C,961,845
KDM5C_Phd_E21_183.29,KDM5C,589,411
KDM5C_Phd_E21_183.32,KDM5C,1414,1300
KDM5C_Phd_E6_138.11,KDM5C,1254,668
KDM5C_Phd_E6_138.2,KDM5C,980,1197
KDM5C_Phd_E6_138.6,KDM5C,1301,1174
KDM5D_Phd1_E9_138.12,KDM5D,590,887
KDM5D_Phd1_E9_138.15,KDM5D,1120,1498
KDM5D_Phd1_E9_138.17,KDM5D,1258,1046
KDM5D_Phd1_E9_138.2,KDM5D,790,988
KDM5D_Phd1_E9_138.3,KDM5D,788,631
KDM5D_Phd1_E9_138.5,KDM5D,705,864
KDM5D_Phd2_E25_183.13,KDM5D,544,466
KDM5D_Phd2_E25_183.17,KDM5D,1004,783
KDM5D_Phd2_E25_183.26,KDM5D,728,1374
KDM5D_Phd2_E25_183.6,KDM5D,232,484
KDM5D_Phd2_E25_183.8,KDM5D,1700,1464
KDM5D_Phd2_E25_183.9,KDM5D,531,811
KDM7A_Phd_E1_80.0,KDM7A,462,690
KDM7A_Phd_E1_80.1,KDM7A,1051,1065
KDM7A_Phd_E1_80.3,KDM7A,895,661
KDM7A_Phd_E1_80.4,KDM7A,827,714
KDM7A_Phd_E1_80.5,KDM7A,827,219
KDM7A_Phd_E2_70.0,KDM7A,825,459
KEAP1_BTB67179_E1_1875.22,KEAP1,753,576
KEAP1_BTB67179_E1_1875.298,KEAP1,747,585
KEAP1_BTB67179_E1_1875.299,KEAP1,1285,510
KEAP1_BTB67179_E1_1875.312,KEAP1,639,294
KEAP1_BTB67179_E1_1875.323,KEAP1,1102,102
KEAP1_BTB67179_E1_1875.44,KEAP1,1830,1717
KLHL1_BTB202305_E1_2247.198,KLHL1,2102,1897
KLHL1_BTB202305_E1_2247.2,KLHL1,1863,2353
KLHL1_BTB202305_E1_2247.203,KLHL1,1379,2183
KLHL1_BTB202305_E1_2247.212,KLHL1,1083,812
KLHL1_BTB202305_E1_2247.51,KLHL1,998,978
KLHL1_BTB202305_E1_2247.55,KLHL1,672,797
KLHL10_BTB29133_E1_1827.13,KLHL10,1068,1008
KLHL10_BTB29133_E1_1827.14,KLHL10,2027,1625
KLHL10_BTB29133_E1_1827.19,KLHL10,1282,830
KLHL10_BTB29133_E1_1827.4,KLHL10,1075,1218
KLHL10_BTB29133_E1_1827.5,KLHL10,858,596
KLHL10_BTB29133_E1_1827.6,KLHL10,304,445
KLHL11_BTB85200_E1_2127.222,KLHL11,551,483
KLHL11_BTB85200_E1_2127.228,KLHL11,307,83
KLHL11_BTB85200_E1_2127.44,KLHL11,602,454
KLHL11_BTB85200_E1_2127.5,KLHL11,707,722
KLHL11_BTB85200_E1_2127.55,KLHL11,943,1057
KLHL11_BTB85200_E1_2127.65,KLHL11,623,811
KLHL12_BTB23130_E1_1707,KLHL12,392,783
KLHL12_BTB23130_E1_1707.1,KLHL12,2542,1756
KLHL12_BTB23130_E1_1707.202,KLHL12,1595,1089
KLHL12_BTB23130_E1_1707.205,KLHL12,2160,2057
KLHL12_BTB23130_E1_1707.208,KLHL12,1016,1077
KLHL12_BTB23130_E1_1707.9,KLHL12,1418,1871
KLHL13_BTB85191_E1_1977.181,KLHL13,1628,1929
KLHL13_BTB85191_E1_1977.186,KLHL13,1131,1300
KLHL13_BTB85191_E1_1977.21,KLHL13,795,483
KLHL13_BTB85191_E1_1977.26,KLHL13,900,639
KLHL13_BTB85191_E1_1977.28,KLHL13,280,302
KLHL13_BTB85191_E1_1977.29,KLHL13,1529,2474
KLHL14_BTB23181_E1_1887.243,KLHL14,203,234
KLHL14_BTB23181_E1_1887.244,KLHL14,529,358
KLHL14_BTB23181_E1_1887.25,KLHL14,1562,1938
KLHL14_BTB23181_E1_1887.256,KLHL14,384,782
KLHL14_BTB23181_E1_1887.282,KLHL14,467,376
KLHL14_BTB23181_E1_1887.7,KLHL14,966,985
KLHL15_BTB32128_E1_1815.1,KLHL15,604,1170
KLHL15_BTB32128_E1_1815.12,KLHL15,789,734
KLHL15_BTB32128_E1_1815.14,KLHL15,693,1225
KLHL15_BTB32128_E1_1815.171,KLHL15,448,469
KLHL15_BTB32128_E1_1815.176,KLHL15,690,938
KLHL15_BTB32128_E1_1815.178,KLHL15,487,885
KLHL17_BTB82189_E1_1929.25,KLHL17,376,453
KLHL17_BTB82189_E1_1929.26,KLHL17,882,643
KLHL17_BTB82189_E1_1929.28,KLHL17,712,1042
KLHL17_BTB82189_E1_1929.3,KLHL17,607,294
KLHL17_BTB82189_E1_1929.325,KLHL17,785,366
KLHL17_BTB82189_E1_1929.337,KLHL17,727,563
KLHL18_BTB28135_E1_1725.16,KLHL18,630,612
KLHL18_BTB28135_E1_1725.251,KLHL18,1181,1041
KLHL18_BTB28135_E1_1725.255,KLHL18,886,847
KLHL18_BTB28135_E1_1725.266,KLHL18,357,494
KLHL18_BTB28135_E1_1725.27,KLHL18,790,1065
KLHL18_BTB28135_E1_1725.8,KLHL18,480,553
KLHL2_BTB50157_E1_1794.12,KLHL2,694,623
KLHL2_BTB50157_E1_1794.15,KLHL2,740,619
KLHL2_BTB50157_E1_1794.162,KLHL2,1214,779
KLHL2_BTB50157_E1_1794.164,KLHL2,1022,926
KLHL2_BTB50157_E1_1794.169,KLHL2,449,372
KLHL2_BTB50157_E1_1794.6,KLHL2,915,1126
KLHL20_BTB59165_E1_1830.11,KLHL20,362,827
KLHL20_BTB59165_E1_1830.16,KLHL20,840,954
KLHL20_BTB59165_E1_1830.197,KLHL20,837,1228
KLHL20_BTB59165_E1_1830.202,KLHL20,534,276
KLHL20_BTB59165_E1_1830.206,KLHL20,1090,966
KLHL20_BTB59165_E1_1830.207,KLHL20,748,1109
KLHL21_BTB25133_E1_1794.11,KLHL21,578,589
KLHL21_BTB25133_E1_1794.15,KLHL21,739,680
KLHL21_BTB25133_E1_1794.16,KLHL21,387,720
KLHL21_BTB25133_E1_1794.2,KLHL21,378,455
KLHL21_BTB25133_E1_1794.24,KLHL21,894,947
KLHL21_BTB25133_E1_1794.323,KLHL21,1162,1075
KLHL22_BTB51145_E1_1905.12,KLHL22,802,838
KLHL22_BTB51145_E1_1905.13,KLHL22,336,452
KLHL22_BTB51145_E1_1905.24,KLHL22,686,568
KLHL22_BTB51145_E1_1905.293,KLHL22,670,814
KLHL22_BTB51145_E1_1905.306,KLHL22,603,596
KLHL22_BTB51145_E1_1905.308,KLHL22,1206,1323
KLHL23_BTB26134_E1_1677.14,KLHL23,765,837
KLHL23_BTB26134_E1_1677.142,KLHL23,839,1322
KLHL23_BTB26134_E1_1677.143,KLHL23,832,800
KLHL23_BTB26134_E1_1677.147,KLHL23,1070,1318
KLHL23_BTB26134_E1_1677.15,KLHL23,853,887
KLHL23_BTB26134_E1_1677.151,KLHL23,860,862
KLHL24_BTB56163_E1_1803.139,KLHL24,1362,1175
KLHL24_BTB56163_E1_1803.143,KLHL24,468,313
KLHL24_BTB56163_E1_1803.145,KLHL24,780,1156
KLHL24_BTB56163_E1_1803.15,KLHL24,333,239
KLHL24_BTB56163_E1_1803.17,KLHL24,1556,1716
KLHL24_BTB56163_E1_1803.9,KLHL24,1589,1633
KLHL25_BTB36144_E1_1770.12,KLHL25,1104,1250
KLHL25_BTB36144_E1_1770.29,KLHL25,1198,1041
KLHL25_BTB36144_E1_1770.301,KLHL25,671,479
KLHL25_BTB36144_E1_1770.303,KLHL25,395,561
KLHL25_BTB36144_E1_1770.318,KLHL25,746,938
KLHL25_BTB36144_E1_1770.8,KLHL25,338,273
KLHL26_BTB56157_E1_1848.29,KLHL26,319,413
KLHL26_BTB56157_E1_1848.32,KLHL26,1822,2541
KLHL26_BTB56157_E1_1848.328,KLHL26,415,779
KLHL26_BTB56157_E1_1848.35,KLHL26,478,652
KLHL26_BTB56157_E1_1848.37,KLHL26,436,558
KLHL26_BTB56157_E1_1848.4,KLHL26,600,445
KLHL28_BTB25132_E1_1716.11,KLHL28,882,1238
KLHL28_BTB25132_E1_1716.125,KLHL28,402,272
KLHL28_BTB25132_E1_1716.133,KLHL28,1120,1613
KLHL28_BTB25132_E1_1716.134,KLHL28,415,333
KLHL28_BTB25132_E1_1716.2,KLHL28,454,332
KLHL28_BTB25132_E1_1716.8,KLHL28,1107,975
KLHL29_BTB319431_E1_2628.105,KLHL29,586,501
KLHL29_BTB319431_E1_2628.11,KLHL29,439,747
